Mes;Anho;Precipitacion;Ubicacion
Febrero;1992;238.2;San Juan Bautista
Febrero;1993;47.1;San Juan Bautista
Febrero;1994;256;San Juan Bautista
Febrero;1995;153.3;San Juan Bautista
Febrero;1996;127.7;San Juan Bautista
Febrero;1997;110.2;San Juan Bautista
Febrero;1998;470;San Juan Bautista
Febrero;1999;123.7;San Juan Bautista
Febrero;2000;150.4;San Juan Bautista
Febrero;2001;100;San Juan Bautista
Febrero;2002;34.6;San Juan Bautista
Febrero;2003;122.5;San Juan Bautista
Febrero;2004;73.6;San Juan Bautista
Febrero;2006;91.1;San Juan Bautista
Febrero;2007;110;San Juan Bautista
Febrero;2008;204.4;San Juan Bautista
Febrero;2009;245.6;San Juan Bautista
Febrero;2010;129.4;San Juan Bautista
Febrero;2011;171.2;San Juan Bautista
Febrero;2012;80.2;San Juan Bautista
Febrero;2013;64.7;San Juan Bautista
Febrero;2014;118.5;San Juan Bautista
Febrero;2015;162;San Juan Bautista
Febrero;2016;177.1;San Juan Bautista
Febrero;2017;171.6;San Juan Bautista
Febrero;2018;67.6;San Juan Bautista
Febrero;2019;78;San Juan Bautista
Febrero;2020;82.1;San Juan Bautista
Febrero;2021;65.2;San Juan Bautista
Febrero;2022;155.3;San Juan Bautista
Febrero;2023;19.7;San Juan Bautista
Marzo;1990;201.2;San Juan Bautista
Marzo;1991;121;San Juan Bautista
Marzo;1992;207;San Juan Bautista
Marzo;1993;132.4;San Juan Bautista
Marzo;1994;85.8;San Juan Bautista
Marzo;1995;112.1;San Juan Bautista
Marzo;1996;184.9;San Juan Bautista
Marzo;1997;66.8;San Juan Bautista
Marzo;1998;104.3;San Juan Bautista
Marzo;1999;118;San Juan Bautista
Marzo;2000;113.1;San Juan Bautista
Marzo;2001;135.4;San Juan Bautista
Marzo;2002;272;San Juan Bautista
Marzo;2003;71.6;San Juan Bautista
Marzo;2004;77;San Juan Bautista
Marzo;2005;72.2;San Juan Bautista
Marzo;2006;168.2;San Juan Bautista
Marzo;2007;112.2;San Juan Bautista
Marzo;2008;120.4;San Juan Bautista
Marzo;2009;19.3;San Juan Bautista
Marzo;2010;320.8;San Juan Bautista
Marzo;2011;24;San Juan Bautista
Marzo;2012;39;San Juan Bautista
Marzo;2013;127.1;San Juan Bautista
Marzo;2014;95.7;San Juan Bautista
Marzo;2015;107.8;San Juan Bautista
Marzo;2016;212.5;San Juan Bautista
Marzo;2017;140.4;San Juan Bautista
Marzo;2018;172.9;San Juan Bautista
Marzo;2019;95.6;San Juan Bautista
Marzo;2020;40;San Juan Bautista
Marzo;2021;217.9;San Juan Bautista
Marzo;2022;254.3;San Juan Bautista
Marzo;2023;163.2;San Juan Bautista
Abril;1990;542.2;San Juan Bautista
Abril;1991;138.8;San Juan Bautista
Abril;1992;212.6;San Juan Bautista
Abril;1993;67.6;San Juan Bautista
Abril;1994;128.2;San Juan Bautista
Abril;1995;147.4;San Juan Bautista
Abril;1996;128.7;San Juan Bautista
Abril;1997;114;San Juan Bautista
Abril;1998;441;San Juan Bautista
Abril;1999;213.1;San Juan Bautista
Abril;2000;225;San Juan Bautista
Abril;2001;132.5;San Juan Bautista
Abril;2002;314.2;San Juan Bautista
Abril;2003;124.3;San Juan Bautista
Abril;2004;169.7;San Juan Bautista
Abril;2005;235.1;San Juan Bautista
Abril;2006;49;San Juan Bautista
Abril;2007;202;San Juan Bautista
Abril;2008;206.4;San Juan Bautista
Abril;2009;23.6;San Juan Bautista
Abril;2010;137.8;San Juan Bautista
Abril;2011;7;San Juan Bautista
Abril;2012;318.4;San Juan Bautista
Abril;2013;233.6;San Juan Bautista
Abril;2014;270.1;San Juan Bautista
Abril;2015;249.3;San Juan Bautista
Abril;2016;142.4;San Juan Bautista
Abril;2017;462.9;San Juan Bautista
Abril;2018;0;San Juan Bautista
Abril;2019;258.5;San Juan Bautista
Abril;2020;54.8;San Juan Bautista
Abril;2021;73.3;San Juan Bautista
Abril;2022;342.1;San Juan Bautista
Abril;2023;102.4;San Juan Bautista
Mayo ;1990;157.4;San Juan Bautista
Mayo ;1991;202.2;San Juan Bautista
Mayo ;1992;149.4;San Juan Bautista
Mayo ;1993;43.6;San Juan Bautista
Mayo ;1994;149.1;San Juan Bautista
Mayo ;1995;31.4;San Juan Bautista
Mayo ;1996;73.5;San Juan Bautista
Mayo ;1997;104.5;San Juan Bautista
Mayo ;1998;95;San Juan Bautista
Mayo ;1999;141;San Juan Bautista
Mayo ;2000;153.7;San Juan Bautista
Mayo ;2001;34.3;San Juan Bautista
Mayo ;2002;150.7;San Juan Bautista
Mayo ;2003;3.4;San Juan Bautista
Mayo ;2004;42.9;San Juan Bautista
Mayo ;2005;213.8;San Juan Bautista
Mayo ;2006;33;San Juan Bautista
Mayo ;2007;210.2;San Juan Bautista
Mayo ;2008;89.6;San Juan Bautista
Mayo ;2009;196.6;San Juan Bautista
Mayo ;2010;223.8;San Juan Bautista
Mayo ;2011;71.6;San Juan Bautista
Mayo ;2012;81.8;San Juan Bautista
Mayo ;2013;114.1;San Juan Bautista
Mayo ;2014;134.6;San Juan Bautista
Mayo ;2015;261.1;San Juan Bautista
Mayo ;2016;113.6;San Juan Bautista
Mayo ;2017;184;San Juan Bautista
Mayo ;2018;222.3;San Juan Bautista
Mayo ;2019;460.7;San Juan Bautista
Mayo ;2020;94.6;San Juan Bautista
Mayo ;2021;69.3;San Juan Bautista
Mayo ;2022;122.5;San Juan Bautista
Mayo ;2023;193.2;San Juan Bautista
Junio;1990;181.2;San Juan Bautista
Junio;1991;133.9;San Juan Bautista
Junio;1992;153.8;San Juan Bautista
Junio;1993;105.9;San Juan Bautista
Junio;1994;54.2;San Juan Bautista
Junio;1995;25.9;San Juan Bautista
Junio;1996;42.6;San Juan Bautista
Junio;1997;78.3;San Juan Bautista
Junio;1998;68.5;San Juan Bautista
Junio;1999;145.8;San Juan Bautista
Junio;2000;126;San Juan Bautista
Junio;2001;92.7;San Juan Bautista
Junio;2002;89.9;San Juan Bautista
Junio;2003;137;San Juan Bautista
Junio;2004;118;San Juan Bautista
Junio;2005;199.2;San Juan Bautista
Junio;2006;92.1;San Juan Bautista
Junio;2007;13.1;San Juan Bautista
Junio;2008;103;San Juan Bautista
Junio;2009;43.8;San Juan Bautista
Junio;2010;67.1;San Juan Bautista
Junio;2011;121.7;San Juan Bautista
Junio;2012;32.2;San Juan Bautista
Junio;2013;103.1;San Juan Bautista
Junio;2014;222.1;San Juan Bautista
Junio;2015;110.2;San Juan Bautista
Junio;2016;18;San Juan Bautista
Junio;2017;94;San Juan Bautista
Junio;2018;46.3;San Juan Bautista
Junio;2019;11.1;San Juan Bautista
Junio;2020;129.1;San Juan Bautista
Junio;2021;70.1;San Juan Bautista
Junio;2022;75.4;San Juan Bautista
Junio;2023;14.8;San Juan Bautista
Julio;1990;100.7;San Juan Bautista
Julio;1991;35.3;San Juan Bautista
Julio;1992;51.8;San Juan Bautista
Julio;1993;103.8;San Juan Bautista
Julio;1994;89.4;San Juan Bautista
Julio;1995;19.7;San Juan Bautista
Julio;1996;34.9;San Juan Bautista
Julio;1997;161.1;San Juan Bautista
Julio;1998;95.5;San Juan Bautista
Julio;1999;72.4;San Juan Bautista
Julio;2000;17.9;San Juan Bautista
Julio;2001;54.8;San Juan Bautista
Julio;2002;129.7;San Juan Bautista
Julio;2003;12.5;San Juan Bautista
Julio;2004;82;San Juan Bautista
Julio;2005;31.5;San Juan Bautista
Julio;2006;90;San Juan Bautista
Julio;2007;97;San Juan Bautista
Julio;2008;60;San Juan Bautista
Julio;2009;133;San Juan Bautista
Julio;2010;169;San Juan Bautista
Julio;2011;106.2;San Juan Bautista
Julio;2012;85.7;San Juan Bautista
Julio;2013;47.3;San Juan Bautista
Julio;2014;108.6;San Juan Bautista
Julio;2015;61.9;San Juan Bautista
Julio;2016;43.1;San Juan Bautista
Julio;2017;0;San Juan Bautista
Julio;2018;21.4;San Juan Bautista
Julio;2019;85.7;San Juan Bautista
Julio;2020;68.2;San Juan Bautista
Julio;2021;14.9;San Juan Bautista
Julio;2022;20.4;San Juan Bautista
Julio;2023;67.2;San Juan Bautista
Agosto;1990;79.4;San Juan Bautista
Agosto;1991;8.3;San Juan Bautista
Agosto;1992;161.3;San Juan Bautista
Agosto;1993;114.4;San Juan Bautista
Agosto;1994;83.6;San Juan Bautista
Agosto;1995;15.5;San Juan Bautista
Agosto;1996;73.7;San Juan Bautista
Agosto;1997;44.6;San Juan Bautista
Agosto;1998;165.8;San Juan Bautista
Agosto;1999;8;San Juan Bautista
Agosto;2000;77.7;San Juan Bautista
Agosto;2001;117.5;San Juan Bautista
Agosto;2002;152.4;San Juan Bautista
Agosto;2003;67.3;San Juan Bautista
Agosto;2004;19.2;San Juan Bautista
Agosto;2005;15.6;San Juan Bautista
Agosto;2006;109.2;San Juan Bautista
Agosto;2007;4.7;San Juan Bautista
Agosto;2008;35.6;San Juan Bautista
Agosto;2009;170;San Juan Bautista
Agosto;2010;24.1;San Juan Bautista
Agosto;2011;14.4;San Juan Bautista
Agosto;2012;105.8;San Juan Bautista
Agosto;2013;69.9;San Juan Bautista
Agosto;2014;34.3;San Juan Bautista
Agosto;2015;36.7;San Juan Bautista
Agosto;2016;94;San Juan Bautista
Agosto;2017;129.3;San Juan Bautista
Agosto;2018;36;San Juan Bautista
Agosto;2019;61.2;San Juan Bautista
Agosto;2020;27.1;San Juan Bautista
Agosto;2021;18.8;San Juan Bautista
Agosto;2022;19.2;San Juan Bautista
Agosto;2023;-;San Juan Bautista
Setiembre;1990;293.6;San Juan Bautista
Setiembre;1991;137.9;San Juan Bautista
Setiembre;1992;138.4;San Juan Bautista
Setiembre;1993;79.8;San Juan Bautista
Setiembre;1994;49.9;San Juan Bautista
Setiembre;1995;148.3;San Juan Bautista
Setiembre;1996;163.5;San Juan Bautista
Setiembre;1997;100.7;San Juan Bautista
Setiembre;1998;158.9;San Juan Bautista
Setiembre;1999;72.2;San Juan Bautista
Setiembre;2000;76;San Juan Bautista
Setiembre;2001;185.3;San Juan Bautista
Setiembre;2002;163.1;San Juan Bautista
Setiembre;2003;78.8;San Juan Bautista
Setiembre;2004;70.3;San Juan Bautista
Setiembre;2005;92.4;San Juan Bautista
Setiembre;2006;87;San Juan Bautista
Setiembre;2007;103.4;San Juan Bautista
Setiembre;2008;122;San Juan Bautista
Setiembre;2009;111.6;San Juan Bautista
Setiembre;2010;197;San Juan Bautista
Setiembre;2011;142.6;San Juan Bautista
Setiembre;2012;21;San Juan Bautista
Setiembre;2013;45.6;San Juan Bautista
Setiembre;2014;226.2;San Juan Bautista
Setiembre;2015;37;San Juan Bautista
Setiembre;2016;52.5;San Juan Bautista
Setiembre;2017;57.8;San Juan Bautista
Setiembre;2018;197.7;San Juan Bautista
Setiembre;2019;1;San Juan Bautista
Setiembre;2020;39;San Juan Bautista
Setiembre;2021;117.3;San Juan Bautista
Setiembre;2022;121.2;San Juan Bautista
Setiembre;2023;-;San Juan Bautista
Octubre;1990;288.8;San Juan Bautista
Octubre;1991;128.6;San Juan Bautista
Octubre;1992;283;San Juan Bautista
Octubre;1993;145;San Juan Bautista
Octubre;1994;202.6;San Juan Bautista
Octubre;1995;213.8;San Juan Bautista
Octubre;1996;296.6;San Juan Bautista
Octubre;1997;212;San Juan Bautista
Octubre;1998;221.5;San Juan Bautista
Octubre;1999;93.1;San Juan Bautista
Octubre;2000;303.6;San Juan Bautista
Octubre;2001;121.9;San Juan Bautista
Octubre;2002;253.7;San Juan Bautista
Octubre;2003;194.4;San Juan Bautista
Octubre;2004;156.2;San Juan Bautista
Octubre;2005;121.4;San Juan Bautista
Octubre;2006;237;San Juan Bautista
Octubre;2007;184.7;San Juan Bautista
Octubre;2008;262.1;San Juan Bautista
Octubre;2009;179.3;San Juan Bautista
Octubre;2010;163.9;San Juan Bautista
Octubre;2011;291.5;San Juan Bautista
Octubre;2012;282.3;San Juan Bautista
Octubre;2013;120.8;San Juan Bautista
Octubre;2014;55;San Juan Bautista
Octubre;2015;137.9;San Juan Bautista
Octubre;2016;205.9;San Juan Bautista
Octubre;2017;298.2;San Juan Bautista
Octubre;2018;272.8;San Juan Bautista
Octubre;2019;153.4;San Juan Bautista
Octubre;2020;69.4;San Juan Bautista
Octubre;2021;134.4;San Juan Bautista
Octubre;2022;270.3;San Juan Bautista
Octubre;2023;-;San Juan Bautista
Noviembre ;1990;140.8;San Juan Bautista
Noviembre ;1991;212;San Juan Bautista
Noviembre ;1992;156.6;San Juan Bautista
Noviembre ;1993;122.2;San Juan Bautista
Noviembre ;1994;282.9;San Juan Bautista
Noviembre ;1995;50.2;San Juan Bautista
Noviembre ;1996;89.5;San Juan Bautista
Noviembre ;1997;183.7;San Juan Bautista
Noviembre ;1998;177.6;San Juan Bautista
Noviembre ;1999;78;San Juan Bautista
Noviembre ;2000;158.5;San Juan Bautista
Noviembre ;2001;157.2;San Juan Bautista
Noviembre ;2002;226.4;San Juan Bautista
Noviembre ;2003;271.9;San Juan Bautista
Noviembre ;2004;429;San Juan Bautista
Noviembre ;2005;5;San Juan Bautista
Noviembre ;2006;195;San Juan Bautista
Noviembre ;2007;208;San Juan Bautista
Noviembre ;2008;88.5;San Juan Bautista
Noviembre ;2009;348.8;San Juan Bautista
Noviembre ;2010;39.7;San Juan Bautista
Noviembre ;2011;165.7;San Juan Bautista
Noviembre ;2012;147.7;San Juan Bautista
Noviembre ;2013;119.9;San Juan Bautista
Noviembre ;2014;161.6;San Juan Bautista
Noviembre ;2015;275.1;San Juan Bautista
Noviembre ;2016;202.2;San Juan Bautista
Noviembre ;2017;155;San Juan Bautista
Noviembre ;2018;224.2;San Juan Bautista
Noviembre ;2019;199.2;San Juan Bautista
Noviembre ;2020;104.9;San Juan Bautista
Noviembre ;2021;183;San Juan Bautista
Noviembre ;2022;92;San Juan Bautista
Noviembre ;2023;-;San Juan Bautista
Diciembre;1990;159.8;San Juan Bautista
Diciembre;1991;291.8;San Juan Bautista
Diciembre;1992;206;San Juan Bautista
Diciembre;1993;84.4;San Juan Bautista
Diciembre;1994;80;San Juan Bautista
Diciembre;1995;96.1;San Juan Bautista
Diciembre;1996;414.2;San Juan Bautista
Diciembre;1997;227.1;San Juan Bautista
Diciembre;1998;267.5;San Juan Bautista
Diciembre;1999;230.3;San Juan Bautista
Diciembre;2000;163.4;San Juan Bautista
Diciembre;2001;75.2;San Juan Bautista
Diciembre;2002;250.9;San Juan Bautista
Diciembre;2003;206.1;San Juan Bautista
Diciembre;2004;174;San Juan Bautista
Diciembre;2005;96.8;San Juan Bautista
Diciembre;2006;68.8;San Juan Bautista
Diciembre;2007;167.2;San Juan Bautista
Diciembre;2008;112;San Juan Bautista
Diciembre;2009;240.6;San Juan Bautista
Diciembre;2010;393;San Juan Bautista
Diciembre;2011;89.4;San Juan Bautista
Diciembre;2012;148.7;San Juan Bautista
Diciembre;2013;56;San Juan Bautista
Diciembre;2014;186;San Juan Bautista
Diciembre;2015;282.2;San Juan Bautista
Diciembre;2016;223.8;San Juan Bautista
Diciembre;2017;73.5;San Juan Bautista
Diciembre;2018;126.4;San Juan Bautista
Diciembre;2019;124.8;San Juan Bautista
Diciembre;2020;152.1;San Juan Bautista
Diciembre;2021;14.6;San Juan Bautista
Diciembre;2022;58.1;San Juan Bautista
Diciembre;2023;-;San Juan Bautista
Enero;1990;235;Caazapa
Enero;1991;190;Caazapa
Enero;1992;25;Caazapa
Enero;1993;243;Caazapa
Enero;1994;122;Caazapa
Enero;1995;232.2;Caazapa
Enero;1996;230;Caazapa
Enero;1997;99.4;Caazapa
Enero;1998;135;Caazapa
Enero;1999;119.2;Caazapa
Enero;2000;144;Caazapa
Enero;2001;149.8;Caazapa
Enero;2002;96.4;Caazapa
Enero;2003;188.6;Caazapa
Enero;2004;26.4;Caazapa
Enero;2005;76;Caazapa
Enero;2006;78;Caazapa
Enero;2007;188.8;Caazapa
Enero;2008;84.9;Caazapa
Enero;2009;320.6;Caazapa
Enero;2010;96;Caazapa
Enero;2011;37.7;Caazapa
Enero;2012;51.8;Caazapa
Enero;2013;74.5;Caazapa
Enero;2014;95.8;Caazapa
Enero;2015;224.1;Caazapa
Enero;2016;209.5;Caazapa
Enero;2017;113.6;Caazapa
Enero;2018;196.4;Caazapa
Enero;2019;76.5;Caazapa
Enero;2020;218.8;Caazapa
Enero;2021;326;Caazapa
Enero;2022;105;Caazapa
Enero;2023;77;Caazapa
Febrero;1990;12;Caazapa
Febrero;1991;88;Caazapa
Febrero;1992;198;Caazapa
Febrero;1993;79;Caazapa
Febrero;1994;314.8;Caazapa
Febrero;1995;99.8;Caazapa
Febrero;1996;116.8;Caazapa
Febrero;1997;88;Caazapa
Febrero;1998;365.8;Caazapa
Febrero;1999;80.6;Caazapa
Febrero;2000;97.6;Caazapa
Febrero;2001;169.4;Caazapa
Febrero;2002;47;Caazapa
Febrero;2003;145;Caazapa
Febrero;2004;106.6;Caazapa
Febrero;2005;16;Caazapa
Febrero;2006;82.8;Caazapa
Febrero;2007;102;Caazapa
Febrero;2008;277.8;Caazapa
Febrero;2009;255.1;Caazapa
Febrero;2010;237.6;Caazapa
Febrero;2011;192.6;Caazapa
Febrero;2012;43.7;Caazapa
Febrero;2013;54.7;Caazapa
Febrero;2014;31.4;Caazapa
Febrero;2015;60.4;Caazapa
Febrero;2016;187;Caazapa
Febrero;2017;114.6;Caazapa
Febrero;2018;110;Caazapa
Febrero;2019;58.2;Caazapa
Febrero;2020;35.4;Caazapa
Febrero;2021;61.9;Caazapa
Febrero;2022;82;Caazapa
Febrero;2023;79;Caazapa
Marzo;1990;59;Caazapa
Marzo;1991;95;Caazapa
Marzo;1992;322;Caazapa
Marzo;1993;144;Caazapa
Marzo;1994;27.9;Caazapa
Marzo;1995;172.1;Caazapa
Marzo;1996;256.8;Caazapa
Marzo;1997;110.6;Caazapa
Marzo;1998;218;Caazapa
Marzo;1999;138.2;Caazapa
Marzo;2000;202.8;Caazapa
Marzo;2001;129.6;Caazapa
Marzo;2002;122.8;Caazapa
Marzo;2003;69.8;Caazapa
Marzo;2004;66.6;Caazapa
Marzo;2005;52.8;Caazapa
Marzo;2006;232.7;Caazapa
Marzo;2007;180.6;Caazapa
Marzo;2008;49;Caazapa
Marzo;2009;22.5;Caazapa
Marzo;2010;343;Caazapa
Marzo;2011;226.6;Caazapa
Marzo;2012;45.6;Caazapa
Marzo;2013;159.9;Caazapa
Marzo;2014;141.5;Caazapa
Marzo;2015;108;Caazapa
Marzo;2016;116.2;Caazapa
Marzo;2017;163.5;Caazapa
Marzo;2018;132.6;Caazapa
Marzo;2019;151.6;Caazapa
Marzo;2020;39.7;Caazapa
Marzo;2021;61;Caazapa
Marzo;2022;270.2;Caazapa
Marzo;2023;99.2;Caazapa
Abril;1990;436;Caazapa
Abril;1991;137;Caazapa
Abril;1992;217;Caazapa
Abril;1993;83;Caazapa
Abril;1994;169;Caazapa
Abril;1995;153.4;Caazapa
Abril;1996;169.6;Caazapa
Abril;1997;66;Caazapa
Abril;1998;242;Caazapa
Abril;1999;142;Caazapa
Abril;2000;163.6;Caazapa
Abril;2001;142.6;Caazapa
Abril;2002;204;Caazapa
Abril;2003;131.8;Caazapa
Abril;2004;161.4;Caazapa
Abril;2005;114;Caazapa
Abril;2006;98.8;Caazapa
Abril;2007;189;Caazapa
Abril;2008;99;Caazapa
Abril;2009;34.4;Caazapa
Abril;2010;59.3;Caazapa
Abril;2011;199.5;Caazapa
Abril;2012;303.1;Caazapa
Abril;2013;295.6;Caazapa
Abril;2014;371.7;Caazapa
Abril;2015;168.6;Caazapa
Abril;2016;128.3;Caazapa
Abril;2017;272.9;Caazapa
Abril;2018;0;Caazapa
Abril;2019;149.6;Caazapa
Abril;2020;61.6;Caazapa
Abril;2021;123.1;Caazapa
Abril;2022;206.3;Caazapa
Abril;2023;132.6;Caazapa
Mayo ;1990;173;Caazapa
Mayo ;1991;141;Caazapa
Mayo ;1992;218;Caazapa
Mayo ;1993;180;Caazapa
Mayo ;1994;220.6;Caazapa
Mayo ;1995;80.2;Caazapa
Mayo ;1996;54.5;Caazapa
Mayo ;1997;126.8;Caazapa
Mayo ;1998;92.6;Caazapa
Mayo ;1999;139;Caazapa
Mayo ;2000;185.8;Caazapa
Mayo ;2001;35;Caazapa
Mayo ;2002;250.4;Caazapa
Mayo ;2003;11.6;Caazapa
Mayo ;2004;100.6;Caazapa
Mayo ;2005;200.8;Caazapa
Mayo ;2006;53.4;Caazapa
Mayo ;2007;238;Caazapa
Mayo ;2008;50.1;Caazapa
Mayo ;2009;239.7;Caazapa
Mayo ;2010;184.1;Caazapa
Mayo ;2011;61;Caazapa
Mayo ;2012;36.6;Caazapa
Mayo ;2013;387.8;Caazapa
Mayo ;2014;184.6;Caazapa
Mayo ;2015;431.8;Caazapa
Mayo ;2016;132.6;Caazapa
Mayo ;2017;249.2;Caazapa
Mayo ;2018;168.4;Caazapa
Mayo ;2019;309;Caazapa
Mayo ;2020;112.9;Caazapa
Mayo ;2021;37.5;Caazapa
Mayo ;2022;143.6;Caazapa
Mayo ;2023;130.6;Caazapa
Junio;1990;270;Caazapa
Junio;1991;162;Caazapa
Junio;1992;256;Caazapa
Junio;1993;106.1;Caazapa
Junio;1994;178.6;Caazapa
Junio;1995;73.1;Caazapa
Junio;1996;92.4;Caazapa
Junio;1997;210.4;Caazapa
Junio;1998;50.4;Caazapa
Junio;1999;103.8;Caazapa
Junio;2000;203;Caazapa
Junio;2001;117.7;Caazapa
Junio;2002;134.4;Caazapa
Junio;2003;119;Caazapa
Junio;2004;133.2;Caazapa
Junio;2005;100;Caazapa
Junio;2006;96.8;Caazapa
Junio;2007;12.1;Caazapa
Junio;2008;69.1;Caazapa
Junio;2009;92.6;Caazapa
Junio;2010;52.4;Caazapa
Junio;2011;91.9;Caazapa
Junio;2012;67.8;Caazapa
Junio;2013;200.9;Caazapa
Junio;2014;208.9;Caazapa
Junio;2015;103.8;Caazapa
Junio;2016;10.8;Caazapa
Junio;2017;86.8;Caazapa
Junio;2018;24.5;Caazapa
Junio;2019;27.8;Caazapa
Junio;2020;133.8;Caazapa
Junio;2021;37.7;Caazapa
Junio;2022;43.4;Caazapa
Junio;2023;48.5;Caazapa
Julio;1990;108;Caazapa
Julio;1991;44.5;Caazapa
Julio;1992;78;Caazapa
Julio;1993;93.2;Caazapa
Julio;1994;155.6;Caazapa
Julio;1995;20.3;Caazapa
Julio;1996;14.7;Caazapa
Julio;1997;152;Caazapa
Julio;1998;104.6;Caazapa
Julio;1999;44.8;Caazapa
Julio;2000;41.6;Caazapa
Julio;2001;36.9;Caazapa
Julio;2002;121.4;Caazapa
Julio;2003;27.4;Caazapa
Julio;2004;173;Caazapa
Julio;2005;3.4;Caazapa
Julio;2006;19.2;Caazapa
Julio;2007;98;Caazapa
Julio;2008;40.3;Caazapa
Julio;2009;171.9;Caazapa
Julio;2010;151.2;Caazapa
Julio;2011;166.8;Caazapa
Julio;2012;93.2;Caazapa
Julio;2013;27.4;Caazapa
Julio;2014;207.5;Caazapa
Julio;2015;134.8;Caazapa
Julio;2016;42.7;Caazapa
Julio;2017;10.6;Caazapa
Julio;2018;26.9;Caazapa
Julio;2019;67.1;Caazapa
Julio;2020;89.1;Caazapa
Julio;2021;43.1;Caazapa
Julio;2022;41.2;Caazapa
Julio;2023;96.5;Caazapa
Agosto;1990;182;Caazapa
Agosto;1991;16;Caazapa
Agosto;1992;214;Caazapa
Agosto;1993;39.8;Caazapa
Agosto;1994;51.8;Caazapa
Agosto;1995;41.6;Caazapa
Agosto;1996;195.4;Caazapa
Agosto;1997;107.4;Caazapa
Agosto;1998;161.6;Caazapa
Agosto;1999;22.4;Caazapa
Agosto;2000;97.4;Caazapa
Agosto;2001;79.6;Caazapa
Agosto;2002;157.6;Caazapa
Agosto;2003;64.8;Caazapa
Agosto;2004;20.6;Caazapa
Agosto;2005;22.8;Caazapa
Agosto;2006;133;Caazapa
Agosto;2007;16.4;Caazapa
Agosto;2008;74;Caazapa
Agosto;2009;100.4;Caazapa
Agosto;2010;19;Caazapa
Agosto;2011;40.1;Caazapa
Agosto;2012;83.8;Caazapa
Agosto;2013;121.2;Caazapa
Agosto;2014;37;Caazapa
Agosto;2015;43;Caazapa
Agosto;2016;145.8;Caazapa
Agosto;2017;105;Caazapa
Agosto;2018;57.4;Caazapa
Agosto;2019;38.6;Caazapa
Agosto;2020;10.1;Caazapa
Agosto;2021;12.2;Caazapa
Agosto;2022;48;Caazapa
Agosto;2023;-;Caazapa
Setiembre;1990;255;Caazapa
Setiembre;1991;123;Caazapa
Setiembre;1992;141;Caazapa
Setiembre;1993;80.2;Caazapa
Setiembre;1994;124.5;Caazapa
Setiembre;1995;83.8;Caazapa
Setiembre;1996;147.8;Caazapa
Setiembre;1997;236.2;Caazapa
Setiembre;1998;159.6;Caazapa
Setiembre;1999;44.8;Caazapa
Setiembre;2000;176.4;Caazapa
Setiembre;2001;126;Caazapa
Setiembre;2002;192.8;Caazapa
Setiembre;2003;65.4;Caazapa
Setiembre;2004;87.9;Caazapa
Setiembre;2005;82.6;Caazapa
Setiembre;2006;191.8;Caazapa
Setiembre;2007;60;Caazapa
Setiembre;2008;102.8;Caazapa
Setiembre;2009;168.9;Caazapa
Setiembre;2010;143.7;Caazapa
Setiembre;2011;57.4;Caazapa
Setiembre;2012;33.8;Caazapa
Setiembre;2013;173.4;Caazapa
Setiembre;2014;114.2;Caazapa
Setiembre;2015;29.3;Caazapa
Setiembre;2016;35.5;Caazapa
Setiembre;2017;48.4;Caazapa
Setiembre;2018;201.2;Caazapa
Setiembre;2019;13.1;Caazapa
Setiembre;2020;23;Caazapa
Setiembre;2021;85.5;Caazapa
Setiembre;2022;132.7;Caazapa
Setiembre;2023;-;Caazapa
Octubre;1990;143;Caazapa
Octubre;1991;127;Caazapa
Octubre;1992;253;Caazapa
Octubre;1993;138.9;Caazapa
Octubre;1994;246.3;Caazapa
Octubre;1995;333.8;Caazapa
Octubre;1996;462.4;Caazapa
Octubre;1997;142.6;Caazapa
Octubre;1998;230;Caazapa
Octubre;1999;52.4;Caazapa
Octubre;2000;304.6;Caazapa
Octubre;2001;39.6;Caazapa
Octubre;2002;234.8;Caazapa
Octubre;2003;126.2;Caazapa
Octubre;2004;217;Caazapa
Octubre;2005;240.6;Caazapa
Octubre;2006;238.8;Caazapa
Octubre;2007;162.9;Caazapa
Octubre;2008;160.8;Caazapa
Octubre;2009;248.6;Caazapa
Octubre;2010;169.2;Caazapa
Octubre;2011;249.7;Caazapa
Octubre;2012;291.6;Caazapa
Octubre;2013;69.8;Caazapa
Octubre;2014;75.6;Caazapa
Octubre;2015;204.4;Caazapa
Octubre;2016;222.1;Caazapa
Octubre;2017;427.3;Caazapa
Octubre;2018;233;Caazapa
Octubre;2019;43.6;Caazapa
Octubre;2020;87.9;Caazapa
Octubre;2021;127.6;Caazapa
Octubre;2022;259;Caazapa
Octubre;2023;-;Caazapa
Noviembre ;1990;43;Caazapa
Noviembre ;1991;137;Caazapa
Noviembre ;1992;131;Caazapa
Noviembre ;1993;45.2;Caazapa
Noviembre ;1994;434.4;Caazapa
Noviembre ;1995;37.7;Caazapa
Noviembre ;1996;223.4;Caazapa
Noviembre ;1997;269;Caazapa
Noviembre ;1998;122.8;Caazapa
Noviembre ;1999;87;Caazapa
Noviembre ;2000;111;Caazapa
Noviembre ;2001;162.2;Caazapa
Noviembre ;2002;245.4;Caazapa
Noviembre ;2003;168.2;Caazapa
Noviembre ;2004;379.2;Caazapa
Noviembre ;2005;90.6;Caazapa
Noviembre ;2006;213;Caazapa
Noviembre ;2007;229.6;Caazapa
Noviembre ;2008;81.7;Caazapa
Noviembre ;2009;244.3;Caazapa
Noviembre ;2010;71.5;Caazapa
