Mes;Anho;Precipitacion;Ubicacion
Enero;1990;107;Mcal. Estigarribia
Enero;1991;48.8;Mcal. Estigarribia
Enero;1992;347.5;Mcal. Estigarribia
Enero;1993;62;Mcal. Estigarribia
Enero;1994;67.4;Mcal. Estigarribia
Enero;1995;65;Mcal. Estigarribia
Enero;1996;158.2;Mcal. Estigarribia
Enero;1997;253.1;Mcal. Estigarribia
Enero;1998;181;Mcal. Estigarribia
Enero;1999;65.3;Mcal. Estigarribia
Enero;2000;89;Mcal. Estigarribia
Enero;2001;45.7;Mcal. Estigarribia
Enero;2002;35.4;Mcal. Estigarribia
Enero;2003;84.8;Mcal. Estigarribia
Enero;2004;28.6;Mcal. Estigarribia
Enero;2005;144.5;Mcal. Estigarribia
Enero;2006;160.1;Mcal. Estigarribia
Enero;2007;62.7;Mcal. Estigarribia
Enero;2008;157.9;Mcal. Estigarribia
Enero;2009;25.3;Mcal. Estigarribia
Enero;2010;94;Mcal. Estigarribia
Enero;2011;119.8;Mcal. Estigarribia
Enero;2012;491.6;Mcal. Estigarribia
Enero;2013;55.6;Mcal. Estigarribia
Enero;2014;186.8;Mcal. Estigarribia
Enero;2015;68.5;Mcal. Estigarribia
Enero;2016;111;Mcal. Estigarribia
Enero;2017;116.7;Mcal. Estigarribia
Enero;2018;122;Mcal. Estigarribia
Enero;2019;40.1;Mcal. Estigarribia
Enero;2020;88.4;Mcal. Estigarribia
Enero;2021;116.1;Mcal. Estigarribia
Enero;2022;57.8;Mcal. Estigarribia
Enero;2023;108.1;Mcal. Estigarribia
Febrero;1990;97.4;Mcal. Estigarribia
Febrero;1991;128.3;Mcal. Estigarribia
Febrero;1992;69.7;Mcal. Estigarribia
Febrero;1993;110.4;Mcal. Estigarribia
Febrero;1994;89.2;Mcal. Estigarribia
Febrero;1995;77.8;Mcal. Estigarribia
Febrero;1996;126;Mcal. Estigarribia
Febrero;1997;228.3;Mcal. Estigarribia
Febrero;1998;70.5;Mcal. Estigarribia
Febrero;1999;35.1;Mcal. Estigarribia
Febrero;2000;27.7;Mcal. Estigarribia
Febrero;2001;259.5;Mcal. Estigarribia
Febrero;2002;227.4;Mcal. Estigarribia
Febrero;2003;52.1;Mcal. Estigarribia
Febrero;2004;52;Mcal. Estigarribia
Febrero;2005;130.9;Mcal. Estigarribia
Febrero;2006;173.4;Mcal. Estigarribia
Febrero;2007;90.3;Mcal. Estigarribia
Febrero;2008;236.4;Mcal. Estigarribia
Febrero;2009;42.4;Mcal. Estigarribia
Febrero;2010;126.9;Mcal. Estigarribia
Febrero;2011;187.2;Mcal. Estigarribia
Febrero;2012;167.1;Mcal. Estigarribia
Febrero;2013;40.1;Mcal. Estigarribia
Febrero;2014;140.8;Mcal. Estigarribia
Febrero;2015;171.2;Mcal. Estigarribia
Febrero;2016;71.3;Mcal. Estigarribia
Febrero;2017;140;Mcal. Estigarribia
Febrero;2018;114.9;Mcal. Estigarribia
Febrero;2019;63;Mcal. Estigarribia
Febrero;2020;125.6;Mcal. Estigarribia
Febrero;2021;56.4;Mcal. Estigarribia
Febrero;2022;42.5;Mcal. Estigarribia
Febrero;2023;137.7;Mcal. Estigarribia
Marzo;1990;123;Mcal. Estigarribia
Marzo;1991;218.1;Mcal. Estigarribia
Marzo;1992;100.5;Mcal. Estigarribia
Marzo;1993;68.2;Mcal. Estigarribia
Marzo;1994;35.8;Mcal. Estigarribia
Marzo;1995;171;Mcal. Estigarribia
Marzo;1996;64.5;Mcal. Estigarribia
Marzo;1997;23.9;Mcal. Estigarribia
Marzo;1998;344.3;Mcal. Estigarribia
Marzo;1999;333.1;Mcal. Estigarribia
Marzo;2000;137.9;Mcal. Estigarribia
Marzo;2001;88.9;Mcal. Estigarribia
Marzo;2002;50.8;Mcal. Estigarribia
Marzo;2003;125.8;Mcal. Estigarribia
Marzo;2004;119.7;Mcal. Estigarribia
Marzo;2005;75.8;Mcal. Estigarribia
Marzo;2006;129.7;Mcal. Estigarribia
Marzo;2007;40;Mcal. Estigarribia
Marzo;2008;69.5;Mcal. Estigarribia
Marzo;2009;36.4;Mcal. Estigarribia
Marzo;2010;115.1;Mcal. Estigarribia
Marzo;2011;36.2;Mcal. Estigarribia
Marzo;2012;44.1;Mcal. Estigarribia
Marzo;2013;20;Mcal. Estigarribia
Marzo;2014;202.5;Mcal. Estigarribia
Marzo;2015;9.5;Mcal. Estigarribia
Marzo;2016;159.1;Mcal. Estigarribia
Marzo;2017;67.9;Mcal. Estigarribia
Marzo;2018;100.8;Mcal. Estigarribia
Marzo;2019;175.5;Mcal. Estigarribia
Marzo;2020;51.6;Mcal. Estigarribia
Marzo;2021;37.1;Mcal. Estigarribia
Marzo;2022;66.6;Mcal. Estigarribia
Marzo;2023;76;Mcal. Estigarribia
Abril;1990;19.4;Mcal. Estigarribia
Abril;1991;102.8;Mcal. Estigarribia
Abril;1992;64.1;Mcal. Estigarribia
Abril;1993;42.4;Mcal. Estigarribia
Abril;1994;23.7;Mcal. Estigarribia
Abril;1995;3;Mcal. Estigarribia
Abril;1996;219;Mcal. Estigarribia
Abril;1997;15.7;Mcal. Estigarribia
Abril;1998;103;Mcal. Estigarribia
Abril;1999;66.4;Mcal. Estigarribia
Abril;2000;111.8;Mcal. Estigarribia
Abril;2001;79.7;Mcal. Estigarribia
Abril;2002;70.7;Mcal. Estigarribia
Abril;2003;52.2;Mcal. Estigarribia
Abril;2004;26.5;Mcal. Estigarribia
Abril;2005;61.2;Mcal. Estigarribia
Abril;2006;36.7;Mcal. Estigarribia
Abril;2007;65.7;Mcal. Estigarribia
Abril;2008;50.9;Mcal. Estigarribia
Abril;2009;21.2;Mcal. Estigarribia
Abril;2010;11;Mcal. Estigarribia
Abril;2011;74.1;Mcal. Estigarribia
Abril;2012;118.4;Mcal. Estigarribia
Abril;2013;97.2;Mcal. Estigarribia
Abril;2014;88.2;Mcal. Estigarribia
Abril;2015;187.4;Mcal. Estigarribia
Abril;2016;38;Mcal. Estigarribia
Abril;2017;60.6;Mcal. Estigarribia
Abril;2018;51;Mcal. Estigarribia
Abril;2019;81.2;Mcal. Estigarribia
Abril;2020;83.6;Mcal. Estigarribia
Abril;2021;135.8;Mcal. Estigarribia
Abril;2022;5.8;Mcal. Estigarribia
Abril;2023;58.5;Mcal. Estigarribia
Mayo ;1990;130.5;Mcal. Estigarribia
Mayo ;1991;11.2;Mcal. Estigarribia
Mayo ;1992;50.1;Mcal. Estigarribia
Mayo ;1993;10.4;Mcal. Estigarribia
Mayo ;1994;7.2;Mcal. Estigarribia
Mayo ;1995;107;Mcal. Estigarribia
Mayo ;1996;15.5;Mcal. Estigarribia
Mayo ;1997;105.3;Mcal. Estigarribia
Mayo ;1998;16.3;Mcal. Estigarribia
Mayo ;1999;38.9;Mcal. Estigarribia
Mayo ;2000;17.3;Mcal. Estigarribia
Mayo ;2001;35.4;Mcal. Estigarribia
Mayo ;2002;26.2;Mcal. Estigarribia
Mayo ;2003;4;Mcal. Estigarribia
Mayo ;2004;22;Mcal. Estigarribia
Mayo ;2005;38.1;Mcal. Estigarribia
Mayo ;2006;1.8;Mcal. Estigarribia
Mayo ;2007;7;Mcal. Estigarribia
Mayo ;2008;7.4;Mcal. Estigarribia
Mayo ;2009;47.1;Mcal. Estigarribia
Mayo ;2010;41.3;Mcal. Estigarribia
Mayo ;2011;15.9;Mcal. Estigarribia
Mayo ;2012;93.4;Mcal. Estigarribia
Mayo ;2013;17;Mcal. Estigarribia
Mayo ;2014;107.6;Mcal. Estigarribia
Mayo ;2015;67.6;Mcal. Estigarribia
Mayo ;2016;41;Mcal. Estigarribia
Mayo ;2017;72.3;Mcal. Estigarribia
Mayo ;2018;44.1;Mcal. Estigarribia
Mayo ;2019;65.2;Mcal. Estigarribia
Mayo ;2020;18;Mcal. Estigarribia
Mayo ;2021;26.2;Mcal. Estigarribia
Mayo ;2022;6.5;Mcal. Estigarribia
Mayo ;2023;41.3;Mcal. Estigarribia
Junio;1990;36.7;Mcal. Estigarribia
Junio;1991;22.1;Mcal. Estigarribia
Junio;1992;95.4;Mcal. Estigarribia
Junio;1993;0;Mcal. Estigarribia
Junio;1994;9.6;Mcal. Estigarribia
Junio;1995;1;Mcal. Estigarribia
Junio;1996;7.7;Mcal. Estigarribia
Junio;1997;12.8;Mcal. Estigarribia
Junio;1998;23;Mcal. Estigarribia
Junio;1999;22.6;Mcal. Estigarribia
Junio;2000;162;Mcal. Estigarribia
Junio;2001;2.9;Mcal. Estigarribia
Junio;2002;27.6;Mcal. Estigarribia
Junio;2003;19.2;Mcal. Estigarribia
Junio;2004;9.7;Mcal. Estigarribia
Junio;2005;15.2;Mcal. Estigarribia
Junio;2006;6.5;Mcal. Estigarribia
Junio;2007;3.1;Mcal. Estigarribia
Junio;2008;7.6;Mcal. Estigarribia
Junio;2009;3.4;Mcal. Estigarribia
Junio;2010;8.2;Mcal. Estigarribia
Junio;2011;6;Mcal. Estigarribia
Junio;2012;12.7;Mcal. Estigarribia
Junio;2013;25.6;Mcal. Estigarribia
Junio;2014;54.2;Mcal. Estigarribia
Junio;2015;15.1;Mcal. Estigarribia
Junio;2016;4.7;Mcal. Estigarribia
Junio;2017;6.5;Mcal. Estigarribia
Junio;2018;12.5;Mcal. Estigarribia
Junio;2019;7.9;Mcal. Estigarribia
Junio;2020;15.2;Mcal. Estigarribia
Junio;2021;9.1;Mcal. Estigarribia
Junio;2022;0.1;Mcal. Estigarribia
Junio;2023;29.8;Mcal. Estigarribia
Julio;1990;8.3;Mcal. Estigarribia
Julio;1991;4.6;Mcal. Estigarribia
Julio;1992;8.2;Mcal. Estigarribia
Julio;1993;9.5;Mcal. Estigarribia
Julio;1994;5;Mcal. Estigarribia
Julio;1995;0;Mcal. Estigarribia
Julio;1996;0;Mcal. Estigarribia
Julio;1997;10.5;Mcal. Estigarribia
Julio;1998;6.5;Mcal. Estigarribia
Julio;1999;5;Mcal. Estigarribia
Julio;2000;4.3;Mcal. Estigarribia
Julio;2001;0;Mcal. Estigarribia
Julio;2002;9.8;Mcal. Estigarribia
Julio;2003;0.8;Mcal. Estigarribia
Julio;2004;23.1;Mcal. Estigarribia
Julio;2005;0;Mcal. Estigarribia
Julio;2006;0;Mcal. Estigarribia
Julio;2007;1.4;Mcal. Estigarribia
Julio;2008;6.2;Mcal. Estigarribia
Julio;2009;1.1;Mcal. Estigarribia
Julio;2010;27;Mcal. Estigarribia
Julio;2011;3.3;Mcal. Estigarribia
Julio;2012;4.1;Mcal. Estigarribia
Julio;2013;6.1;Mcal. Estigarribia
Julio;2014;6.4;Mcal. Estigarribia
Julio;2015;18.6;Mcal. Estigarribia
Julio;2016;0.3;Mcal. Estigarribia
Julio;2017;0.1;Mcal. Estigarribia
Julio;2018;11.4;Mcal. Estigarribia
Julio;2019;26;Mcal. Estigarribia
Julio;2020;4.9;Mcal. Estigarribia
Julio;2021;0.6;Mcal. Estigarribia
Julio;2022;0;Mcal. Estigarribia
Julio;2023;4.5;Mcal. Estigarribia
Agosto;1990;2.2;Mcal. Estigarribia
Agosto;1991;18;Mcal. Estigarribia
Agosto;1992;26.8;Mcal. Estigarribia
Agosto;1993;2.7;Mcal. Estigarribia
Agosto;1994;0;Mcal. Estigarribia
Agosto;1995;1.2;Mcal. Estigarribia
Agosto;1996;12;Mcal. Estigarribia
Agosto;1997;2;Mcal. Estigarribia
Agosto;1998;55.8;Mcal. Estigarribia
Agosto;1999;0;Mcal. Estigarribia
Agosto;2000;3.2;Mcal. Estigarribia
Agosto;2001;1.2;Mcal. Estigarribia
Agosto;2002;0.6;Mcal. Estigarribia
Agosto;2003;0;Mcal. Estigarribia
Agosto;2004;0;Mcal. Estigarribia
Agosto;2005;0.2;Mcal. Estigarribia
Agosto;2006;0.1;Mcal. Estigarribia
Agosto;2007;0;Mcal. Estigarribia
Agosto;2008;0.1;Mcal. Estigarribia
Agosto;2009;8.8;Mcal. Estigarribia
Agosto;2010;0.2;Mcal. Estigarribia
Agosto;2011;0;Mcal. Estigarribia
Agosto;2012;14.8;Mcal. Estigarribia
Agosto;2013;3.8;Mcal. Estigarribia
Agosto;2014;25.7;Mcal. Estigarribia
Agosto;2015;0;Mcal. Estigarribia
Agosto;2016;0.4;Mcal. Estigarribia
Agosto;2017;1;Mcal. Estigarribia
Agosto;2018;38.2;Mcal. Estigarribia
Agosto;2019;0;Mcal. Estigarribia
Agosto;2020;7.5;Mcal. Estigarribia
Agosto;2021;9.6;Mcal. Estigarribia
Agosto;2022;21.8;Mcal. Estigarribia
Agosto;2023;-;Mcal. Estigarribia
Setiembre;1990;13.5;Mcal. Estigarribia
Setiembre;1991;37.4;Mcal. Estigarribia
Setiembre;1992;92.3;Mcal. Estigarribia
Setiembre;1993;6;Mcal. Estigarribia
Setiembre;1994;9;Mcal. Estigarribia
Setiembre;1995;31;Mcal. Estigarribia
Setiembre;1996;2.6;Mcal. Estigarribia
Setiembre;1997;32.6;Mcal. Estigarribia
Setiembre;1998;11.9;Mcal. Estigarribia
Setiembre;1999;2.6;Mcal. Estigarribia
Setiembre;2000;3.3;Mcal. Estigarribia
Setiembre;2001;19;Mcal. Estigarribia
Setiembre;2002;0;Mcal. Estigarribia
Setiembre;2003;4.6;Mcal. Estigarribia
Setiembre;2004;0.3;Mcal. Estigarribia
Setiembre;2005;12.2;Mcal. Estigarribia
Setiembre;2006;19.6;Mcal. Estigarribia
Setiembre;2007;0;Mcal. Estigarribia
Setiembre;2008;0;Mcal. Estigarribia
Setiembre;2009;1;Mcal. Estigarribia
Setiembre;2010;11.6;Mcal. Estigarribia
Setiembre;2011;38.4;Mcal. Estigarribia
Setiembre;2012;9.9;Mcal. Estigarribia
Setiembre;2013;42.1;Mcal. Estigarribia
Setiembre;2014;0.6;Mcal. Estigarribia
Setiembre;2015;25.2;Mcal. Estigarribia
Setiembre;2016;32.6;Mcal. Estigarribia
Setiembre;2017;4.1;Mcal. Estigarribia
Setiembre;2018;14.1;Mcal. Estigarribia
Setiembre;2019;0.1;Mcal. Estigarribia
Setiembre;2020;1.9;Mcal. Estigarribia
Setiembre;2021;6;Mcal. Estigarribia
Setiembre;2022;18;Mcal. Estigarribia
Setiembre;2023;-;Mcal. Estigarribia
Octubre;1990;176.1;Mcal. Estigarribia
Octubre;1991;45.8;Mcal. Estigarribia
Octubre;1992;21.6;Mcal. Estigarribia
Octubre;1993;63.9;Mcal. Estigarribia
Octubre;1994;94;Mcal. Estigarribia
Octubre;1995;60;Mcal. Estigarribia
Octubre;1996;54.6;Mcal. Estigarribia
Octubre;1997;16.2;Mcal. Estigarribia
Octubre;1998;64.5;Mcal. Estigarribia
Octubre;1999;4.7;Mcal. Estigarribia
Octubre;2000;44;Mcal. Estigarribia
Octubre;2001;55.2;Mcal. Estigarribia
Octubre;2002;45.4;Mcal. Estigarribia
Octubre;2003;56.2;Mcal. Estigarribia
Octubre;2004;43.9;Mcal. Estigarribia
Octubre;2005;35.9;Mcal. Estigarribia
Octubre;2006;140.4;Mcal. Estigarribia
Octubre;2007;1.1;Mcal. Estigarribia
Octubre;2008;94.2;Mcal. Estigarribia
Octubre;2009;47;Mcal. Estigarribia
Octubre;2010;16.6;Mcal. Estigarribia
Octubre;2011;73.8;Mcal. Estigarribia
Octubre;2012;34.6;Mcal. Estigarribia
Octubre;2013;129.5;Mcal. Estigarribia
Octubre;2014;42.3;Mcal. Estigarribia
Octubre;2015;51.5;Mcal. Estigarribia
Octubre;2016;55.5;Mcal. Estigarribia
Octubre;2017;20.6;Mcal. Estigarribia
Octubre;2018;78;Mcal. Estigarribia
Octubre;2019;12.1;Mcal. Estigarribia
Octubre;2020;83.9;Mcal. Estigarribia
Octubre;2021;127.3;Mcal. Estigarribia
Octubre;2022;35;Mcal. Estigarribia
Octubre;2023;-;Mcal. Estigarribia
Noviembre ;1990;164.3;Mcal. Estigarribia
Noviembre ;1991;66.8;Mcal. Estigarribia
Noviembre ;1992;191.7;Mcal. Estigarribia
Noviembre ;1993;87;Mcal. Estigarribia
Noviembre ;1994;125.4;Mcal. Estigarribia
Noviembre ;1995;233;Mcal. Estigarribia
Noviembre ;1996;148;Mcal. Estigarribia
Noviembre ;1997;115.9;Mcal. Estigarribia
Noviembre ;1998;83.9;Mcal. Estigarribia
Noviembre ;1999;46.2;Mcal. Estigarribia
Noviembre ;2000;99.4;Mcal. Estigarribia
Noviembre ;2001;169.7;Mcal. Estigarribia
Noviembre ;2002;31;Mcal. Estigarribia
Noviembre ;2003;112.9;Mcal. Estigarribia
Noviembre ;2004;107.2;Mcal. Estigarribia
Noviembre ;2005;26.3;Mcal. Estigarribia
Noviembre ;2006;17;Mcal. Estigarribia
Noviembre ;2007;24.7;Mcal. Estigarribia
Noviembre ;2008;31.2;Mcal. Estigarribia
Noviembre ;2009;58.5;Mcal. Estigarribia
Noviembre ;2010;96.4;Mcal. Estigarribia
Noviembre ;2011;76.7;Mcal. Estigarribia
Noviembre ;2012;62.5;Mcal. Estigarribia
Noviembre ;2013;44.6;Mcal. Estigarribia
Noviembre ;2014;33.5;Mcal. Estigarribia
Noviembre ;2015;53.8;Mcal. Estigarribia
Noviembre ;2016;110.4;Mcal. Estigarribia
Noviembre ;2017;17.1;Mcal. Estigarribia
Noviembre ;2018;237.2;Mcal. Estigarribia
Noviembre ;2019;128.1;Mcal. Estigarribia
Noviembre ;2020;36.8;Mcal. Estigarribia
Noviembre ;2021;203;Mcal. Estigarribia
Noviembre ;2022;29;Mcal. Estigarribia
Noviembre ;2023;-;Mcal. Estigarribia
Diciembre;1990;76.6;Mcal. Estigarribia
Diciembre;1991;102.3;Mcal. Estigarribia
Diciembre;1992;43.9;Mcal. Estigarribia
Diciembre;1993;124.4;Mcal. Estigarribia
Diciembre;1994;101;Mcal. Estigarribia
Diciembre;1995;60.9;Mcal. Estigarribia
Diciembre;1996;112.2;Mcal. Estigarribia
Diciembre;1997;134.5;Mcal. Estigarribia
Diciembre;1998;151.4;Mcal. Estigarribia
Diciembre;1999;167.1;Mcal. Estigarribia
Diciembre;2000;123.4;Mcal. Estigarribia
Diciembre;2001;49.6;Mcal. Estigarribia
Diciembre;2002;71.1;Mcal. Estigarribia
Diciembre;2003;315.3;Mcal. Estigarribia
Diciembre;2004;79.5;Mcal. Estigarribia
Diciembre;2006;115.5;Mcal. Estigarribia
Diciembre;2007;267.5;Mcal. Estigarribia
Diciembre;2008;130.1;Mcal. Estigarribia
Diciembre;2009;188.6;Mcal. Estigarribia
Diciembre;2010;57.8;Mcal. Estigarribia
Diciembre;2011;67.5;Mcal. Estigarribia
Diciembre;2012;86.7;Mcal. Estigarribia
Diciembre;2013;61.3;Mcal. Estigarribia
Diciembre;2014;48.8;Mcal. Estigarribia
Diciembre;2015;53.4;Mcal. Estigarribia
Diciembre;2016;42.4;Mcal. Estigarribia
Diciembre;2017;218.6;Mcal. Estigarribia
Diciembre;2018;28.2;Mcal. Estigarribia
Diciembre;2019;93.7;Mcal. Estigarribia
Diciembre;2020;68.6;Mcal. Estigarribia
Diciembre;2021;121.3;Mcal. Estigarribia
Diciembre;2022;128;Mcal. Estigarribia
Diciembre;2023;-;Mcal. Estigarribia
Enero;1990;-;Paraguari
Enero;1991;118;Paraguari
Enero;1992;12;Paraguari
Enero;1993;241;Paraguari
Enero;1994;25;Paraguari
Enero;1995;-;Paraguari
Enero;1996;-;Paraguari
Enero;1997;-;Paraguari
Enero;1998;-;Paraguari
Enero;1999;-;Paraguari
Enero;2000;-;Paraguari
Enero;2001;-;Paraguari
Enero;2002;-;Paraguari
Enero;2003;-;Paraguari
Enero;2004;-;Paraguari
Enero;2005;-;Paraguari
Enero;2006;-;Paraguari
Enero;2007;189.4;Paraguari
Enero;2008;118.8;Paraguari
Enero;2009;137.2;Paraguari
Enero;2010;39.7;Paraguari
Enero;2011;73.4;Paraguari
Enero;2012;132.7;Paraguari
Enero;2013;65.2;Paraguari
Enero;2014;33.3;Paraguari
Enero;2015;201;Paraguari
Enero;2016;198.1;Paraguari
Enero;2017;143.5;Paraguari
Enero;2018;255.8;Paraguari
Enero;2019;85.8;Paraguari
Enero;2020;291.8;Paraguari
Enero;2021;221.4;Paraguari
Enero;2022;30.4;Paraguari
Enero;2023;149.8;Paraguari
Febrero;1990;-;Paraguari
Febrero;1991;99;Paraguari
Febrero;1992;207;Paraguari
Febrero;1993;60;Paraguari
Febrero;1994;115;Paraguari
Febrero;1995;-;Paraguari
Febrero;1996;-;Paraguari
Febrero;1997;-;Paraguari
Febrero;1998;-;Paraguari
Febrero;1999;-;Paraguari
Febrero;2000;-;Paraguari
Febrero;2001;-;Paraguari
Febrero;2002;-;Paraguari
Febrero;2003;-;Paraguari
Febrero;2004;-;Paraguari
Febrero;2005;-;Paraguari
Febrero;2006;-;Paraguari
Febrero;2007;51;Paraguari
Febrero;2008;101.6;Paraguari
Febrero;2009;180;Paraguari
Febrero;2010;123.9;Paraguari
Febrero;2011;294.3;Paraguari
Febrero;2012;94.6;Paraguari
Febrero;2013;160.5;Paraguari
Febrero;2014;140.6;Paraguari
Febrero;2015;162.5;Paraguari
Febrero;2016;219.3;Paraguari
Febrero;2017;121.7;Paraguari
Febrero;2018;111.2;Paraguari
Febrero;2019;71;Paraguari
Febrero;2020;27;Paraguari
Febrero;2021;188.4;Paraguari
Febrero;2022;71.2;Paraguari
Febrero;2023;104.4;Paraguari
Marzo;1990;-;Paraguari
Marzo;1991;199;Paraguari
Marzo;1992;257;Paraguari
Marzo;1993;70;Paraguari
Marzo;1994;48;Paraguari
Marzo;1995;-;Paraguari
Marzo;1996;-;Paraguari
Marzo;1997;-;Paraguari
Marzo;1998;-;Paraguari
Marzo;1999;-;Paraguari
Marzo;2000;-;Paraguari
Marzo;2001;-;Paraguari
Marzo;2002;-;Paraguari
Marzo;2003;-;Paraguari
Marzo;2004;-;Paraguari
Marzo;2005;-;Paraguari
Marzo;2006;-;Paraguari
Marzo;2007;174;Paraguari
Marzo;2008;104.2;Paraguari
Marzo;2009;82;Paraguari
Marzo;2010;147.2;Paraguari
Marzo;2011;155.1;Paraguari
Marzo;2012;105.2;Paraguari
Marzo;2013;159.4;Paraguari
Marzo;2014;284.2;Paraguari
Marzo;2015;75.8;Paraguari
Marzo;2016;110.8;Paraguari
Marzo;2017;132.7;Paraguari
Marzo;2018;233;Paraguari
Marzo;2019;192;Paraguari
Marzo;2020;51;Paraguari
Marzo;2021;160.4;Paraguari
Marzo;2022;293.8;Paraguari
Marzo;2023;77.3;Paraguari
Abril;1990;-;Paraguari
Abril;1991;126;Paraguari
Abril;1992;233;Paraguari
Abril;1993;16.6;Paraguari
Abril;1994;128;Paraguari
Abril;1995;-;Paraguari
Abril;1996;-;Paraguari
Abril;1997;-;Paraguari
Abril;1998;-;Paraguari
Abril;1999;-;Paraguari
Abril;2000;-;Paraguari
Abril;2001;-;Paraguari
Abril;2002;-;Paraguari
Abril;2003;-;Paraguari
Abril;2004;-;Paraguari
Abril;2005;-;Paraguari
Abril;2006;-;Paraguari
Abril;2007;192;Paraguari
Abril;2008;176;Paraguari
Abril;2009;28.6;Paraguari
Abril;2010;61.2;Paraguari
Abril;2011;132.9;Paraguari
Abril;2012;273.7;Paraguari
Abril;2013;109.1;Paraguari
Abril;2014;356.5;Paraguari
Abril;2015;187.4;Paraguari
Abril;2016;185.2;Paraguari
Abril;2017;221.4;Paraguari
Abril;2018;0;Paraguari
Abril;2019;117.8;Paraguari
Abril;2020;59.2;Paraguari
Abril;2021;96.1;Paraguari
Abril;2022;293;Paraguari
Abril;2023;101;Paraguari
Mayo ;1990;-;Paraguari
Mayo ;1991;146;Paraguari
Mayo ;1992;207.5;Paraguari
Mayo ;1993;51;Paraguari
Mayo ;1994;110;Paraguari
Mayo ;1995;-;Paraguari
Mayo ;1996;-;Paraguari
Mayo ;1997;-;Paraguari
Mayo ;1998;-;Paraguari
Mayo ;1999;-;Paraguari
Mayo ;2000;-;Paraguari
Mayo ;2001;-;Paraguari
Mayo ;2002;-;Paraguari
Mayo ;2003;-;Paraguari
Mayo ;2004;-;Paraguari
Mayo ;2005;-;Paraguari
Mayo ;2006;40.2;Paraguari
Mayo ;2007;211;Paraguari
Mayo ;2008;88.2;Paraguari
Mayo ;2009;332.8;Paraguari
Mayo ;2010;242.1;Paraguari
Mayo ;2011;50;Paraguari
Mayo ;2012;95.2;Paraguari
Mayo ;2013;442.3;Paraguari
Mayo ;2014;101.1;Paraguari
Mayo ;2015;428.6;Paraguari
Mayo ;2016;77.5;Paraguari
Mayo ;2017;195.4;Paraguari
Mayo ;2018;187.4;Paraguari
Mayo ;2019;176;Paraguari
Mayo ;2020;99.4;Paraguari
Mayo ;2021;41.6;Paraguari
Mayo ;2022;83.7;Paraguari
Mayo ;2023;122.2;Paraguari
Junio;1990;-;Paraguari
Junio;1991;149;Paraguari
Junio;1992;179;Paraguari
Junio;1993;42;Paraguari
Junio;1994;132;Paraguari
Junio;1995;-;Paraguari
Junio;1996;-;Paraguari
Junio;1997;-;Paraguari
Junio;1998;-;Paraguari
Junio;1999;-;Paraguari
Junio;2000;-;Paraguari
Junio;2001;-;Paraguari
Junio;2002;-;Paraguari
Junio;2003;-;Paraguari
Junio;2004;-;Paraguari
Junio;2005;-;Paraguari
Junio;2006;101.2;Paraguari
Junio;2007;5;Paraguari
Junio;2008;101.6;Paraguari
Junio;2009;126;Paraguari
Junio;2010;23.8;Paraguari
Junio;2011;70.1;Paraguari
Junio;2012;14.1;Paraguari
Junio;2013;110.2;Paraguari
Junio;2014;236.2;Paraguari
Junio;2015;103;Paraguari
Junio;2016;10.6;Paraguari
Junio;2017;76.4;Paraguari
Junio;2018;23.8;Paraguari
Junio;2019;0;Paraguari
Junio;2020;48.9;Paraguari
Junio;2021;34.6;Paraguari
Junio;2022;16.4;Paraguari
Junio;2023;13;Paraguari
Julio;1990;-;Paraguari
Julio;1991;20;Paraguari
Julio;1992;19;Paraguari
Julio;1993;39;Paraguari
Julio;1994;122;Paraguari
Julio;1995;-;Paraguari
Julio;1996;-;Paraguari
Julio;1997;-;Paraguari
Julio;1998;-;Paraguari
Julio;1999;-;Paraguari
Julio;2000;-;Paraguari
Julio;2001;-;Paraguari
Julio;2002;-;Paraguari
Julio;2003;-;Paraguari
Julio;2004;-;Paraguari
Julio;2005;-;Paraguari
Julio;2006;9;Paraguari
Julio;2007;65;Paraguari
Julio;2008;95;Paraguari
Julio;2009;138;Paraguari
Julio;2010;141.1;Paraguari
Julio;2011;123.9;Paraguari
Julio;2012;106.2;Paraguari
Julio;2013;32.4;Paraguari
Julio;2014;121.6;Paraguari
Julio;2015;124.6;Paraguari
Julio;2016;32.7;Paraguari
Julio;2017;4.2;Paraguari
Julio;2018;40.9;Paraguari
Julio;2019;24;Paraguari
Julio;2020;38.6;Paraguari
Julio;2021;61.8;Paraguari
Julio;2022;11.4;Paraguari
Julio;2023;50.3;Paraguari
Agosto;1990;-;Paraguari
Agosto;1991;8;Paraguari
Agosto;1992;120;Paraguari
Agosto;1993;17;Paraguari
Agosto;1994;12;Paraguari
Agosto;1995;-;Paraguari
Agosto;1996;-;Paraguari
Agosto;1997;-;Paraguari
Agosto;1998;-;Paraguari
Agosto;1999;-;Paraguari
Agosto;2000;-;Paraguari
Agosto;2001;-;Paraguari
Agosto;2002;-;Paraguari
Agosto;2003;-;Paraguari
Agosto;2004;-;Paraguari
Agosto;2005;-;Paraguari
Agosto;2006;112.2;Paraguari
Agosto;2007;4.8;Paraguari
Agosto;2008;43.8;Paraguari
Agosto;2009;105;Paraguari
Agosto;2010;0.5;Paraguari
Agosto;2011;11.8;Paraguari
Agosto;2012;9.4;Paraguari
Agosto;2013;60.6;Paraguari
Agosto;2014;34.9;Paraguari
Agosto;2015;24;Paraguari
Agosto;2016;111.9;Paraguari
